,0
metadata_participant_68_stimuli_06_sacc_chap_18.pt,0.4799680262522346
metadata_participant_47_stimuli_11_sacc_chap_09.pt,0.13690044152038083
metadata_participant_90_stimuli_02_sacc_chap_09.pt,0.333824670157045
metadata_participant_83_stimuli_06_sacc_chap_07.pt,0.197611242476393
metadata_participant_88_stimuli_09_sacc_chap_08.pt,0.1935264757765714
metadata_participant_43_stimuli_14_sacc_chap_13.pt,0.2747725499600228
metadata_participant_45_stimuli_03_sacc_chap_02.pt,0.2043140460728247
metadata_participant_62_stimuli_01_sacc_chap_05.pt,0.44593111193247686
metadata_participant_70_stimuli_02_sacc_chap_07.pt,0.2035421837255049
metadata_participant_92_stimuli_09_sacc_chap_03.pt,0.2746970922825242
metadata_participant_96_stimuli_03_sacc_chap_12.pt,0.31608376329472476
metadata_participant_44_stimuli_06_sacc_chap_08.pt,0.20307924684369497
metadata_participant_92_stimuli_09_sacc_chap_02.pt,0.3734282335171402
metadata_participant_67_stimuli_01_sacc_chap_11.pt,0.18591321213258913
metadata_participant_17_stimuli_06_sacc_chap_18.pt,0.8518355943980875
metadata_participant_66_stimuli_03_sacc_chap_13.pt,0.22414360436239406
metadata_participant_75_stimuli_06_sacc_chap_07.pt,0.19938224418852865
metadata_participant_102_stimuli_11_sacc_chap_11.pt,0.19066173773406808
metadata_participant_65_stimuli_01_sacc_chap_05.pt,0.3229488405928945
metadata_participant_101_stimuli_11_sacc_chap_12.pt,0.1745100212908422
metadata_participant_78_stimuli_09_sacc_chap_03.pt,0.8250199779445597
metadata_participant_95_stimuli_06_sacc_chap_12.pt,0.2547680628547596
metadata_participant_86_stimuli_12_sacc_chap_10.pt,0.17754760243716897
metadata_participant_68_stimuli_13_sacc_chap_08.pt,0.284122521575322
metadata_participant_50_stimuli_13_sacc_chap_08.pt,0.3057228414683351
metadata_participant_44_stimuli_11_sacc_chap_21.pt,0.2647892740363209
metadata_participant_55_stimuli_02_sacc_chap_02.pt,0.2567661207429853
metadata_participant_85_stimuli_04_sacc_chap_05.pt,0.27483675058487456
metadata_participant_103_stimuli_11_sacc_chap_11.pt,0.31471894402585093
metadata_participant_101_stimuli_09_sacc_chap_03.pt,0.293156116919166
metadata_participant_87_stimuli_11_sacc_chap_19.pt,0.28315303185937085
metadata_participant_111_stimuli_12_sacc_chap_08.pt,0.3697998431319325
metadata_participant_45_stimuli_01_sacc_chap_02.pt,0.1547177682977543
metadata_participant_94_stimuli_09_sacc_chap_19.pt,0.16716366983767042
metadata_participant_104_stimuli_11_sacc_chap_01.pt,0.23425418825816569
metadata_participant_88_stimuli_09_sacc_chap_07.pt,0.15049955130524806
metadata_participant_87_stimuli_13_sacc_chap_08.pt,0.23648362720846453
metadata_participant_46_stimuli_04_sacc_chap_12.pt,0.2537150896789897
metadata_participant_46_stimuli_01_sacc_chap_07.pt,0.23177928397245354
metadata_participant_87_stimuli_04_sacc_chap_08.pt,0.292375283791122
metadata_participant_47_stimuli_01_sacc_chap_01.pt,0.19396366367718673
metadata_participant_71_stimuli_03_sacc_chap_07.pt,0.2123166057923791
metadata_participant_104_stimuli_11_sacc_chap_14.pt,0.18779585537252444
metadata_participant_47_stimuli_14_sacc_chap_02.pt,0.24444970674460686
metadata_participant_77_stimuli_04_sacc_chap_08.pt,0.26864563382190204
metadata_participant_68_stimuli_02_sacc_chap_02.pt,0.30055545690154306
metadata_participant_110_stimuli_11_sacc_chap_18.pt,0.16907691009103237
metadata_participant_78_stimuli_04_sacc_chap_14.pt,0.341906402872731
metadata_participant_44_stimuli_13_sacc_chap_07.pt,0.24062329925075596
metadata_participant_67_stimuli_01_sacc_chap_02.pt,0.33303686463765253
metadata_participant_78_stimuli_04_sacc_chap_07.pt,0.2744628818589483
metadata_participant_114_stimuli_09_sacc_chap_18.pt,0.2808321348210138
metadata_participant_82_stimuli_02_sacc_chap_04.pt,0.30562795031048173
metadata_participant_09_stimuli_11_sacc_chap_08.pt,0.24506648434132394
metadata_participant_94_stimuli_03_sacc_chap_04.pt,0.3868218890209955
metadata_participant_102_stimuli_11_sacc_chap_17.pt,0.19010911839670855
metadata_participant_55_stimuli_13_sacc_chap_02.pt,0.31598107249164403
metadata_participant_71_stimuli_14_sacc_chap_03.pt,0.21872731339052628
metadata_participant_46_stimuli_01_sacc_chap_08.pt,0.31463926219309213
metadata_participant_71_stimuli_01_sacc_chap_12.pt,0.226352203095117
metadata_participant_71_stimuli_06_sacc_chap_14.pt,0.199855430703082
metadata_participant_101_stimuli_09_sacc_chap_06.pt,0.20201709500332635
metadata_participant_109_stimuli_09_sacc_chap_12.pt,0.13047886176460857
metadata_participant_81_stimuli_14_sacc_chap_09.pt,0.2420197941630459
metadata_participant_109_stimuli_09_sacc_chap_18.pt,0.17424944274141568
metadata_participant_88_stimuli_01_sacc_chap_05.pt,0.24774380994428985
metadata_participant_78_stimuli_04_sacc_chap_03.pt,0.7834770055258883
metadata_participant_21_stimuli_09_sacc_chap_16.pt,0.3002819380597942
metadata_participant_69_stimuli_02_sacc_chap_05.pt,0.3221258725020295
metadata_participant_43_stimuli_14_sacc_chap_06.pt,0.8510926169799271
metadata_participant_75_stimuli_14_sacc_chap_13.pt,0.2866919857567785
metadata_participant_108_stimuli_14_sacc_chap_08.pt,0.2597878204626938
metadata_participant_80_stimuli_11_sacc_chap_11.pt,0.24379185726602046
metadata_participant_55_stimuli_04_sacc_chap_12.pt,0.21327828346894234
metadata_participant_12_stimuli_09_sacc_chap_10.pt,0.20737196874077693
metadata_participant_61_stimuli_03_sacc_chap_07.pt,0.18974973495155292
metadata_participant_86_stimuli_09_sacc_chap_18.pt,0.2938879742964905
metadata_participant_47_stimuli_02_sacc_chap_08.pt,0.2805077524852212
metadata_participant_100_stimuli_11_sacc_chap_22.pt,0.2191530092001412
metadata_participant_71_stimuli_04_sacc_chap_11.pt,0.2359496853076668
metadata_participant_43_stimuli_01_sacc_chap_02.pt,0.3668217502379463
metadata_participant_78_stimuli_12_sacc_chap_05.pt,0.5225105698032054
metadata_participant_78_stimuli_09_sacc_chap_19.pt,0.1433430254346707
metadata_participant_92_stimuli_09_sacc_chap_08.pt,0.31903907414420113
metadata_participant_76_stimuli_13_sacc_chap_05.pt,0.19507128011526817
metadata_participant_46_stimuli_11_sacc_chap_09.pt,0.17708798166934844
metadata_participant_65_stimuli_11_sacc_chap_11.pt,0.22954295803783972
metadata_participant_75_stimuli_02_sacc_chap_03.pt,0.26770150041760477
metadata_participant_94_stimuli_09_sacc_chap_06.pt,0.3221477033510551
metadata_participant_104_stimuli_11_sacc_chap_05.pt,0.8937412794461097
metadata_participant_68_stimuli_06_sacc_chap_11.pt,0.3768328992766108
metadata_participant_103_stimuli_11_sacc_chap_21.pt,0.23010173107590703
metadata_participant_46_stimuli_03_sacc_chap_01.pt,0.20558183866998422
